"Query",Target
338.46,'CDU=338.46'
338.9,'CDU=338.9'
331.1,'CDU=331.1'
615.1,'CDU=615.1'
330.101,'CDU=330.101'
641.594,'CDU=641.594'
001.9,'CDU=001.9'
004.42,'CDU=004.42'
330.342,'CDU=330.342'
005.3,'CDU=005.3'
332.024.86,'CDU=332.024.86'
616-083.9,'CDU=616-083.9'
338.47,'CDU=338.47'
616-008.441,'CDU=616-008.441'
613.2,'CDU=613.2'
338.24,'CDU=338.24'
791.43.09,'CDU=791.43.09'
641.5,'CDU=641.5'
330.322,'CDU=330.322'
792.8,'CDU=792.8'
331.1,'CDU=331.1'
005.7,'CDU=005.7'
615.1,'CDU=615.1'
004.738.5,'CDU=004.738.5'
791.43,'CDU=791.43'
792.8,'CDU=792.8'
333.7,'CDU=333.7'
Pesquisar documentos com ISBN 978-3-16-148410-0,"""ISBN=978-3-16-148410-0"""
Encontrar publicações com ISBN 9783161484100,"""ISBN=9783161484100"""
Mostrar obras com ISBN 978 3 16 148410 0,"""ISBN=978 3 16 148410 0"""
Pesquisar livros com ISBN 978-0-306-40615-7,"""ISBN=978-0-306-40615-7"""
Encontrar documentos com ISBN 9780306406157,"""ISBN=9780306406157"""
Mostrar publicações com ISBN 978 0 306 40615 7,"""ISBN=978 0 306 40615 7"""
Pesquisar obras com ISBN 0-306-40615-2,"""ISBN=0-306-40615-2"""
Encontrar livros com ISBN 0306406152,"""ISBN=0306406152"""
Mostrar documentos com ISBN 0 306 40615 9,"""ISBN=0 306 40615 9"""
Pesquisar publicações com ISBN 0306406159,"""ISBN=0306406159"""
Encontrar obras com ISBN 978-1-56619-909-4,"""ISBN=978-1-56619-909-4"""
Mostrar livros com ISBN 9781566199094,"""ISBN=9781566199094"""
Pesquisar documentos com ISBN 978 1 56619 909 4,"""ISBN=978 1 56619 909 4"""
Encontrar publicações com ISBN 1-56619-909-3,"""ISBN=1-56619-909-3"""
Mostrar obras com ISBN 1566199093,"""ISBN=1566199093"""
Pesquisar livros com ISBN 1 56619 909 3,"""ISBN=1 56619 909 3"""
Encontrar documentos com ISBN 978-0-00-224287-7,"""ISBN=978-0-00-224287-7"""
Mostrar publicações com ISBN 9780002242877,"""ISBN=9780002242877"""
Pesquisar obras com ISBN 978 0 00 224287 7,"""ISBN=978 0 00 224287 7"""
Encontrar livros com ISBN 0-00-224287-6,"""ISBN=0-00-224287-6"""
Mostrar documentos com ISBN 0002242876,"""ISBN=0002242876"""
Pesquisar publicações com ISBN 0 00 224287 6,"""ISBN=0 00 224287 6"""
Encontrar obras com ISBN 978-0-13-235088-4,"""ISBN=978-0-13-235088-4"""
Mostrar livros com ISBN 9780132350884,"""ISBN=9780132350884"""
Pesquisar documentos com ISBN 978 0 13 235088 4,"""ISBN=978 0 13 235088 4"""
Encontrar publicações com ISBN 0-13-235088-2,"""ISBN=0-13-235088-2"""
Mostrar obras com ISBN 0132350882,"""ISBN=0132350882"""
Pesquisar livros com ISBN 0 13 235088 2,"""ISBN=0 13 235088 2"""
Encontrar documentos com ISBN 978-0-7432-4722-3,"""ISBN=978-0-7432-4722-3"""
Mostrar publicações com ISBN 9780743247223,"""ISBN=9780743247223"""
Pesquisar obras com ISBN 978 0 7432 4722 3,"""ISBN=978 0 7432 4722 3"""
Encontrar livros com ISBN 0-7432-4722-0,"""ISBN=0-7432-4722-0"""
Mostrar documentos com ISBN 0743247220,"""ISBN=0743247220"""
Pesquisar publicações com ISBN 0 7432 4722 0,"""ISBN=0 7432 4722 0"""
Encontrar obras com ISBN 978-0-312-19600-7,"""ISBN=978-0-312-19600-7"""
Mostrar livros com ISBN 9780312196007,"""ISBN=9780312196007"""
Pesquisar documentos com ISBN 978 0 312 19600 7,"""ISBN=978 0 312 19600 7"""
Encontrar publicações com ISBN 0-312-19600-5,"""ISBN=0-312-19600-5"""
Mostrar obras com ISBN 0312196005,"""ISBN=0312196005"""
Pesquisar documentos com ISBN 978-0-06-039245-4,"""ISBN=978-0-06-039245-4"""
Encontrar publicações com ISBN 9780060392454,"""ISBN=9780060392454"""
Mostrar obras com ISBN 978 0 06 039245 4,"""ISBN=978 0 06 039245 4"""
Pesquisar livros com ISBN 978-0-19-515344-8,"""ISBN=978-0-19-515344-8"""
Encontrar documentos com ISBN 9780195153448,"""ISBN=9780195153448"""
Mostrar publicações com ISBN 978 0 19 515344 8,"""ISBN=978 0 19 515344 8"""
Pesquisar obras com ISBN 0-19-515344-5,"""ISBN=0-19-515344-5"""
Encontrar livros com ISBN 0195153445,"""ISBN=0195153445"""
Mostrar documentos com ISBN 0 19 515344 5,"""ISBN=0 19 515344 5"""
Pesquisar publicações com ISBN 978-0-439-02325-3,"""ISBN=978-0-439-02325-3"""
Encontrar obras com ISBN 9780439023253,"""ISBN=9780439023253"""
Mostrar livros com ISBN 978 0 439 02325 3,"""ISBN=978 0 439 02325 3"""
Pesquisar documentos com ISBN 0-439-02325-6,"""ISBN=0-439-02325-6"""
Encontrar publicações com ISBN 0439023256,"""ISBN=0439023256"""
Mostrar obras com ISBN 0 439 02325 6,"""ISBN=0 439 02325 6"""
Pesquisar livros com ISBN 978-0-312-98394-9,"""ISBN=978-0-312-98394-9"""
Encontrar documentos com ISBN 9780312983949,"""ISBN=9780312983949"""
Mostrar publicações com ISBN 978 0 312 98394 9,"""ISBN=978 0 312 98394 9"""
Pesquisar obras com ISBN 0-312-98394-0,"""ISBN=0-312-98394-0"""
Encontrar livros com ISBN 0312983940,"""ISBN=0312983940"""
Mostrar documentos com ISBN 0 312 98394 0,"""ISBN=0 312 98394 0"""
Pesquisar publicações com ISBN 978-0-330-51391-0,"""ISBN=978-0-330-51391-0"""
Encontrar obras com ISBN 9780330513910,"""ISBN=9780330513910"""
Mostrar livros com ISBN 978 0 330 51391 0,"""ISBN=978 0 330 51391 0"""
Pesquisar documentos com ISBN 0-330-51391-5,"""ISBN=0-330-51391-5"""
Encontrar publicações com ISBN 0330513915,"""ISBN=0330513915"""
Mostrar obras com ISBN 0 330 51391 5,"""ISBN=0 330 51391 5"""
Pesquisar livros com ISBN 978-0-553-57340-3,"""ISBN=978-0-553-57340-3"""
Encontrar documentos com ISBN 9780553573403,"""ISBN=9780553573403"""
Mostrar publicações com ISBN 978 0 553 57340 3,"""ISBN=978 0 553 57340 3"""
Pesquisar obras com ISBN 0-553-57340-7,"""ISBN=0-553-57340-7"""
Encontrar livros com ISBN 0553573407,"""ISBN=0553573407"""
Mostrar documentos com ISBN 0 553 57340 7,"""ISBN=0 553 57340 7"""
Pesquisar publicações com ISBN 978-0-7432-4722-3,"""ISBN=978-0-7432-4722-3"""
Encontrar obras com ISBN 9780743247223,"""ISBN=9780743247223"""
Mostrar livros com ISBN 978 0 7432 4722 3,"""ISBN=978 0 7432 4722 3"""
Pesquisar documentos com ISBN 0-7432-4722-0,"""ISBN=0-7432-4722-0"""
Encontrar publicações com ISBN 0743247220,"""ISBN=0743247220"""
Mostrar obras com ISBN 0 7432 4722 0,"""ISBN=0 7432 4722 0"""
Pesquisar livros com ISBN 978-0-312-19600-7,"""ISBN=978-0-312-19600-7"""
Encontrar documentos com ISBN 9780312196007,"""ISBN=9780312196007"""
Mostrar publicações com ISBN 978 0 312 19600 7,"""ISBN=978 0 312 19600 7"""
Pesquisar obras com ISBN 0-312-19600-5,"""ISBN=0-312-19600-5"""
Encontrar livros com ISBN 0312196005,"""ISBN=0312196005"""
Mostrar documentos com ISBN 0 312 19600 5,"""ISBN=0 312 19600 5"""
Pesquisar publicações com ISBN 978-0-06-250217-9,"""ISBN=978-0-06-250217-9"""
Encontrar obras com ISBN 9780062502179,"""ISBN=9780062502179"""
Mostrar livros com ISBN 978 0 06 250217 9,"""ISBN=978 0 06 250217 9"""
Pesquisar documentos com ISBN 0-06-250217-4,"""ISBN=0-06-250217-4"""
Encontrar publicações com ISBN 0062502174,"""ISBN=0062502174"""
978-0-06-039245-4,'ISBN=978-0-06-039245-4'
9780060392454,'ISBN=9780060392454'
978 0 06 039245 4,'ISBN=978 0 06 039245 4'
978-0-19-515344-8,'ISBN=978-0-19-515344-8'
9780195153448,'ISBN=9780195153448'
978 0 19 515344 8,'ISBN=978 0 19 515344 8'
0-19-515344-5,'ISBN=0-19-515344-5'
0195153445,'ISBN=0195153445'
0 19 515344 5,'ISBN=0 19 515344 5'
978-0-439-02325-3,'ISBN=978-0-439-02325-3'
9780439023253,'ISBN=9780439023253'
978 0 439 02325 3,'ISBN=978 0 439 02325 3'
0-439-02325-6,'ISBN=0-439-02325-6'
0439023256,'ISBN=0439023256'
0 439 02325 6,'ISBN=0 439 02325 6'
978-0-06-039245-4,'ISBN=978-0-06-039245-4'
9780060392454,'ISBN=9780060392454'
978 0 06 039245 4,'ISBN=978 0 06 039245 4'
978-0-19-515344-8,'ISBN=978-0-19-515344-8'
9780195153448,'ISBN=9780195153448'
978 0 19 515344 8,'ISBN=978 0 19 515344 8'
0-19-515344-5,'ISBN=0-19-515344-5'
0195153445,'ISBN=0195153445'
0 19 515344 5,'ISBN=0 19 515344 5'
978-0-439-02325-3,'ISBN=978-0-439-02325-3'
9780439023253,'ISBN=9780439023253'
978 0 439 02325 3,'ISBN=978 0 439 02325 3'
0-439-02325-6,'ISBN=0-439-02325-6'
0439023256,'ISBN=0439023256'
0 439 02325 6,'ISBN=0 439 02325 6'
978-0-312-98394-9,'ISBN=978-0-312-98394-9'
9780312983949,'ISBN=9780312983949'
978 0 312 98394 9,'ISBN=978 0 312 98394 9'
0-312-98394-0,'ISBN=0-312-98394-0'
0312983940,'ISBN=0312983940'
0 312 98394 0,'ISBN=0 312 98394 0'
978-0-330-51391-0,'ISBN=978-0-330-51391-0'
9780330513910,'ISBN=9780330513910'
978 0 330 51391 0,'ISBN=978 0 330 51391 0'
0-330-51391-5,'ISBN=0-330-51391-5'
0330513915,'ISBN=0330513915'
0 330 51391 5,'ISBN=0 330 51391 5'
978-0-553-57340-3,'ISBN=978-0-553-57340-3'
9780553573403,'ISBN=9780553573403'
978 0 553 57340 3,'ISBN=978 0 553 57340 3'
0-553-57340-7,'ISBN=0-553-57340-7'
0553573407,'ISBN=0553573407'
0 553 57340 7,'ISBN=0 553 57340 7'
978-0-7432-4722-3,'ISBN=978-0-7432-4722-3'
9780743247223,'ISBN=9780743247223'
978 0 7432 4722 3,'ISBN=978 0 7432 4722 3'
0-7432-4722-0,'ISBN=0-7432-4722-0'
0743247220,'ISBN=0743247220'
0 7432 4722 0,'ISBN=0 7432 4722 0'
978-0-312-19600-7,'ISBN=978-0-312-19600-7'
9780312196007,'ISBN=9780312196007'
978 0 312 19600 7,'ISBN=978 0 312 19600 7'
0-312-19600-5,'ISBN=0-312-19600-5'
0312196005,'ISBN=0312196005'
0 312 19600 5,'ISBN=0 312 19600 5'
978-0-06-250217-9,'ISBN=978-0-06-250217-9'
9780062502179,'ISBN=9780062502179'
978 0 06 250217 9,'ISBN=978 0 06 250217 9'
0-006-250217-4,'ISBN=0-006-250217-4'
0062502174,'ISBN=0062502174'
0 006 250217 4,'ISBN=0 006 250217 4'
978-0-7653-1979-5,'ISBN=978-0-7653-1979-5'
9780765319795,'ISBN=9780765319795'
978 0 7653 1979 5,'ISBN=978 0 7653 1979 5'
0-7653-1979-2,'ISBN=0-7653-1979-2'
0765319792,'ISBN=0765319792'
0 7653 1979 2,'ISBN=0 7653 1979 2'
978-0-441-01554-9,'ISBN=978-0-441-01554-9'
9780441015549,'ISBN=9780441015549'
978 0 441 01554 9,'ISBN=978 0 441 01554 9'
0-441-01554-6,'ISBN=0-441-01554-6'
044101556,'ISBN=044101556'
0 441 01554 6,'ISBN=0 441 01554 6'
978-0-7653-2008-1,'ISBN=978-0-7653-2008-1'
9780765320081,'ISBN=9780765320081'
978-0-06-039245-4,'ISBN=978-0-06-039245-4'
9780060392454,'ISBN=9780060392454'
978 0 06 039245 4,'ISBN=978 0 06 039245 4'
978-0-19-515344-8,'ISBN=978-0-19-515344-8'
9780195153448,'ISBN=9780195153448'
978 0 19 515344 8,'ISBN=978 0 19 515344 8'
0-19-515344-5,'ISBN=0-19-515344-5'
0195153445,'ISBN=0195153445'
0 19 515344 5,'ISBN=0 19 515344 5'
978-0-439-02325-3,'ISBN=978-0-439-02325-3'
9780439023253,'ISBN=9780439023253'
978 0 439 02325 3,'ISBN=978 0 439 02325 3'
0-439-02325-6,'ISBN=0-439-02325-6'
0439023256,'ISBN=0439023256'
0 439 02325 6,'ISBN=0 439 02325 6'
978-0-312-98394-9,'ISBN=978-0-312-98394-9'
9780312983949,'ISBN=9780312983949'
978 0 312 98394 9,'ISBN=978 0 312 98394 9'
0-312-98394-0,'ISBN=0-312-98394-0'
0312983940,'ISBN=0312983940'
0 312 98394 0,'ISBN=0 312 98394 0'
978-0-330-51391-0,'ISBN=978-0-330-51391-0'
9780330513910,'ISBN=9780330513910'
978 0 330 51391 0,'ISBN=978 0 330 51391 0'
0-330-51391-5,'ISBN=0-330-51391-5'
0330513915,'ISBN=0330513915'
0 330 51391 5,'ISBN=0 330 51391 5'
978-0-553-57340-3,'ISBN=978-0-553-57340-3'
9780553573403,'ISBN=9780553573403'
978 0 553 57340 3,'ISBN=978 0 553 57340 3'
0-553-57340-7,'ISBN=0-553-57340-7'
0553573407,'ISBN=0553573407'
0 553 57340 7,'ISBN=0 553 57340 7'
978-0-7432-4722-3,'ISBN=978-0-7432-4722-3'
9780743247223,'ISBN=9780743247223'
978 0 7432 4722 3,'ISBN=978 0 7432 4722 3'
0-7432-4722-0,'ISBN=0-7432-4722-0'
0743247220,'ISBN=0743247220'
0 7432 4722 0,'ISBN=0 7432 4722 0'
978-0-312-19600-7,'ISBN=978-0-312-19600-7'
9780312196007,'ISBN=9780312196007'
978 0 312 19600 7,'ISBN=978 0 312 19600 7'
0-312-19600-5,'ISBN=0-312-19600-5'
0312196005,'ISBN=0312196005'
0 312 19600 5,'ISBN=0 312 19600 5'
978-0-006-250217-9,'ISBN=978-0-006-250217-9'
9780062502179,'ISBN=9780062502179'
978 0 006 250217 9,'ISBN=978 0 006 250217 9'
0-006-250217-4,'ISBN=0-006-250217-4'
0062502174,'ISBN=0062502174'
0 006 250217 4,'ISBN=0 006 250217 4'
978-0-7653-1979-5,'ISBN=978-0-7653-1979-5'
9780765319795,'ISBN=9780765319795'
978 0 7653 1979 5,'ISBN=978 0 7653 1979 5'
0-7653-1979-2,'ISBN=0-7653-1979-2'
0765319792,'ISBN=0765319792'
0 7653 1979 2,'ISBN=0 7653 1979 2'
978-0-441-01554-9,'ISBN=978-0-441-01554-9'
9780441015549,'ISBN=9780441015549'
Quais os documentos publicados em 1990?,"""DP=1990"""
Quais os documentos publicados em 2000?,"""DP=2000"""
Quais os documentos publicados em 2010?,"""DP=2010"""
Quais os documentos publicados em 2020?,"""DP=2020"""
Quais os documentos publicados em 2023?,"""DP=2023"""
Quais os documentos publicados em 1995?,"""DP=1995"""
Quais os documentos publicados em 2005?,"""DP=2005"""
Quais os documentos publicados em 2015?,"""DP=2015"""
Quais os documentos publicados em 1980?,"""DP=1980"""
Quais os documentos publicados em 2008?,"""DP=2008"""
Quais os documentos publicados em 1990?,"""DP=1990"""
Quais os documentos publicados em 2000?,"""DP=2000"""
Quais os documentos publicados em 2010?,"""DP=2010"""
Quais os documentos publicados em 2020?,"""DP=2020"""
Quais os documentos publicados em 2023?,"""DP=2023"""
Quais os documentos publicados em 1995?,"""DP=1995"""
Quais os documentos publicados em 2005?,"""DP=2005"""
Quais os documentos publicados em 2015?,"""DP=2015"""
Quais os documentos publicados em 1980?,"""DP=1980"""
Quais os documentos publicados em 2008?,"""DP=2008"""
Quais os documentos publicados até 2000?,"""DP<=2000"""
Quais os documentos publicados desde 1990?,"""DP>=1990"""
Quais os documentos de 2010?,"""DP=2010"""
Quais os documentos publicados em 1985?,"""DP=1985"""
Quais os documentos publicados em 1993?,"""DP=1993"""
Quais os documentos publicados em 2002?,"""DP=2002"""
Quais os documentos publicados em 2018?,"""DP=2018"""
Quais os documentos publicados em 2006?,"""DP=2006"""
Quais os documentos publicados em 1999?,"""DP=1999"""
Quais os documentos publicados em 1989?,"""DP=1989"""
Quais os documentos publicados em 2013?,"""DP=2013"""
Quais os documentos publicados em 2009?,"""DP=2009"""
Quais os documentos publicados em 1992?,"""DP=1992"""
Quais os documentos publicados em 2019?,"""DP=2019"""
Quais os documentos publicados em 1983?,"""DP=1983"""
Quais os documentos publicados em 2003?,"""DP=2003"""
Quais os documentos publicados em 1997?,"""DP=1997"""
Quais os documentos publicados em 1987?,"""DP=1987"""
Quais os documentos publicados em 2016?,"""DP=2016"""
Quais os documentos publicados em 2011?,"""DP=2011"""
Quais os documentos publicados em 1991?,"""DP=1991"""
Quais os documentos publicados em 2001?,"""DP=2001"""
Quais os documentos publicados em 2015?,"""DP=2015"""
Quais os documentos publicados em 2008?,"""DP=2008"""
Quais os documentos publicados em 1988?,"""DP=1988"""
Quais os documentos publicados em 2012?,"""DP=2012"""
Quais os documentos publicados em 1984?,"""DP=1984"""
Quais os documentos publicados em 1995?,"""DP=1995"""
Quais os documentos publicados em 2004?,"""DP=2004"""
Quais os documentos publicados em 1996?,"""DP=1996"""
Quais os documentos publicados em 2014?,"""DP=2014"""
Quais os documentos publicados em 1982?,"""DP=1982"""
Quais os documentos publicados em 1998?,"""DP=1998"""
Quais os documentos publicados em 2007?,"""DP=2007"""
Quais os documentos publicados em 1981?,"""DP=1981"""
Quais os documentos publicados em 2017?,"""DP=2017"""
Quais os documentos publicados em 2000?,"""DP=2000"""
Quais os documentos publicados em 1994?,"""DP=1994"""
Quais os documentos publicados em 2005?,"""DP=2005"""
Quais os documentos publicados em 1990?,"""DP=1990"""
Quais os documentos publicados em 2010?,"""DP=2010"""
Quais os documentos publicados em 2020?,"""DP=2020"""
Quais os documentos publicados em 2023?,"""DP=2023"""
Quais os documentos publicados em 2022?,"""DP=2022"""
Quais os documentos publicados em 2021?,"""DP=2021"""
Quais os documentos publicados em 2024?,"""DP=2024"""
Quais os documentos publicados em 2025?,"""DP=2025"""
Quais os documentos publicados em 2026?,"""DP=2026"""
Quais os documentos publicados em 2027?,"""DP=2027"""
Quais os documentos publicados em 2028?,"""DP=2028"""
Quais os documentos publicados em 2029?,"""DP=2029"""
Quais os documentos publicados em 2030?,"""DP=2030"""
Quais os documentos publicados em 2031?,"""DP=2031"""
Quais os documentos publicados em 2032?,"""DP=2032"""
Quais os documentos publicados em 2033?,"""DP=2033"""
Quais os documentos publicados em 2034?,"""DP=2034"""
Quais os documentos publicados em 2035?,"""DP=2035"""
Quais os documentos publicados em 2036?,"""DP=2036"""
Quais os documentos publicados em 2037?,"""DP=2037"""
Mostre-me os documentos publicados até 1990,"""DP<=1990"""
Mostre-me os documentos publicados até 2000,"""DP<=2000"""
Mostre-me os documentos publicados até 2010,"""DP<=2010"""
Mostre-me os documentos publicados até 2020,"""DP<=2020"""
Mostre-me os documentos publicados até 2023,"""DP<=2023"""
Mostre-me os documentos publicados até 1995,"""DP<=1995"""
Mostre-me os documentos publicados até 2005,"""DP<=2005"""
Mostre-me os documentos publicados até 2015,"""DP<=2015"""
Mostre-me os documentos publicados até 1980,"""DP<=1980"""
Mostre-me os documentos publicados até 2008,"""DP<=2008"""
Pesquisar documentos desde 2011,"""DP>=2011"""
Pesquisar documentos desde 2000,"""DP>=2000"""
Pesquisar documentos desde 2020,"""DP>=2020"""
Pesquisar documentos desde 1995,"""DP>=1995"""
Pesquisar documentos desde 1980,"""DP>=1980"""
Pesquisar documentos desde 1990,"""DP>=1990"""
Pesquisar documentos desde 2023,"""DP>=2023"""
Pesquisar documentos desde 2005,"""DP>=2005"""
Pesquisar documentos desde 2015,"""DP>=2015"""
Pesquisar documentos desde 2008,"""DP>=2008"""
Exiba documentos publicados até 1990,"""DP<=1990"""
Mostre registros desde 2000,"""DP>=2000"""
Liste documentos desde o ano de 2020,"""DP>=2020"""
Pesquise documentos desde 1995,"""DP>=1995"""
Mostre textos publicados até o ano de 1980,"""DP<=1980"""
Exibir documentos desde o ano de 1990,"""DP>=1990"""
Pesquisar documentos publicados em 2023,"""DP=2023"""
Mostre registros até 2005,"""DP<=2005"""
Liste documentos desde 2015,"""DP>=2015"""
Exiba textos publicados até 2008,"""DP<=2008"""
Pesquisar documentos desde 2011,"""DP>=2011"""
Mostre documentos publicados até 2000,"""DP<=2000"""
Liste registros desde 1985,"""DP>=1985"""
Exiba documentos publicados em 2022,"""DP=2022"""
Pesquise documentos desde o ano de 1990,"""DP>=1990"""
Mostre textos até 2013,"""DP<=2013"""
Liste documentos desde 1992,"""DP>=1992"""
Exibir registros até o ano de 2007,"""DP<=2007"""
Pesquisar documentos desde 1988,"""DP>=1988"""
Mostre documentos publicados em 2021,"""DP=2021"""
Liste documentos até 1994,"""DP<=1994"""
Exiba registros desde 2005,"""DP>=2005"""
Pesquisar textos até o ano de 2017,"""DP<=2017"""
Mostre documentos desde 1980,"""DP>=1980"""
Liste textos até o ano de 2003,"""DP<=2003"""
Exiba documentos desde 2010,"""DP>=2010"""
Pesquisar registros publicados em 2023,"""DP=2023"""
Mostre documentos até 1995,"""DP<=1995"""
Liste textos desde 2015,"""DP>=2015"""
Exiba registros até o ano de 2008,"""DP<=2008"""
Pesquise documentos publicados desde 2011,"""DP>=2011"""
Mostre registros até 2000,"""DP<=2000"""
Liste documentos desde 1987,"""DP>=1987"""
Exibir textos em 2022,"""DP=2022"""
Pesquisar documentos até o ano de 2005,"""DP<=2005"""
Mostre documentos desde 1990,"""DP>=1990"""
Liste registros até 2013,"""DP<=2013"""
Exiba documentos desde 1992,"""DP>=1992"""
Pesquisar textos até 2024,"""DP<=2024"""
Mostre registros desde o ano de 1998,"""DP>=1998"""
Liste documentos até 2001,"""DP<=2001"""
Exibir textos publicados em 2019,"""DP=2019"""
Pesquise documentos desde o ano de 1995,"""DP>=1995"""
Mostre documentos até 2017,"""DP<=2017"""
Liste registros desde 2008,"""DP>=2008"""
Exiba documentos até o ano de 2015,"""DP<=2015"""
Pesquisar textos desde 2003,"""DP>=2003"""
Mostre registros em 2020,"""DP=2020"""
Liste documentos até 1990,"""DP<=1990"""
Exibir textos desde 2001,"""DP>=2001"""
Mostre documentos sobre medicina alternativa até 2011,"""ASS=medicina alternativa  AND DP<=2011"""
Procurar registros relacionados à física quântica desde 2005,"""ASS=física quântica  AND DP>=2005"""
Pesquisar documentos em que o autor é Goethe desde 1994,"""ASS=Goethe  AND DP>=1994"""
Exibir textos sobre geografia humana até 2009,"""ASS=geografia humana  AND DP<=2009"""
Listar documentos sobre biologia celular desde 1992,"""ASS=biologia celular  AND DP>=1992"""
Mostre registros relacionados à história antiga até 2012,"""ASS=história antiga  AND DP<=2012"""
Procurar documentos em que o autor é Freud desde 1989,"""ASS=Freud  AND DP>=1989"""
Pesquisar textos sobre engenharia de software desde 2003,"""ASS=engenharia de software  AND DP>=2003"""
Exibir documentos sobre música clássica até 2008,"""ASS=música clássica  AND DP<=2008"""
Listar registros relacionados à medicina veterinária desde 1997,"""ASS=medicina veterinária  AND DP>=1997"""
Mostre documentos sobre física térmica até 2010,"""ASS=física térmica  AND DP<=2010"""
Procurar textos em que o autor é Einstein desde 1993,"""ASS=Einstein  AND DP>=1993"""
Pesquisar documentos sobre psicologia infantil desde 2001,"""ASS=psicologia infantil  AND DP>=2001"""
Exibir registros relacionados à história contemporânea até 2006,"""ASS=história contemporânea  AND DP<=2006"""
Listar documentos sobre astronomia desde 1998,"""ASS=astronomia  AND DP>=1998"""
Mostre textos sobre física nuclear até 2007,"""ASS=física nuclear  AND DP<=2007"""
Procurar registros relacionados à literatura brasileira desde 2004,"""ASS=literatura brasileira  AND DP>=2004"""
Pesquisar documentos em que o autor é Darwin desde 1991,"""ASS=Darwin  AND DP>=1991"""
Exibir documentos sobre engenharia mecânica até 2005,"""ASS=engenharia mecânica  AND DP<=2005"""
Listar registros relacionados à filosofia da mente desde 2002,"""ASS=filosofia da mente  AND DP>=2002"""
Mostre documentos sobre biotecnologia até 2009,"""ASS=biotecnologia  AND DP<=2009"""
Procurar textos em que o autor é Kafka desde 1996,"""ASS=Kafka  AND DP>=1996"""
Pesquisar documentos sobre psicologia social desde 2000,"""ASS=psicologia social  AND DP>=2000"""
Exibir registros relacionados à arquitetura modernista até 2007,"""ASS=arquitetura modernista  AND DP<=2007"""
Listar documentos sobre geologia desde 1999,"""ASS=geologia  AND DP>=1999"""
Mostre textos sobre economia política até 2006,"""ASS=economia política  AND DP<=2006"""
Procurar registros relacionados à física de partículas desde 2003,"""ASS=física de partículas  AND DP>=2003"""
Pesquisar documentos em que o autor é Freud desde 1988,"""ASS=Freud  AND DP>=1988"""
Exibir documentos sobre sociologia da saúde até 2004,"""ASS=sociologia da saúde  AND DP<=2004"""
Listar registros relacionados à biologia marinha desde 2001,"""ASS=biologia marinha  AND DP>=2001"""
Mostre documentos sobre história da arte até 2008,"""ASS=história da arte  AND DP<=2008"""
Procurar textos em que o autor é Marx desde 1995,"""ASS=Marx  AND DP>=1995"""
Pesquisar documentos sobre psicologia educacional desde 2002,"""ASS=psicologia educacional  AND DP>=2002"""
Exibir registros relacionados à engenharia de produção até 2009,"""ASS=engenharia de produção  AND DP<=2009"""
Listar documentos sobre química analítica desde 1997,"""ASS=química analítica  AND DP>=1997"""
Mostre textos sobre música contemporânea até 2004,"""ASS=música contemporânea  AND DP<=2004"""
Procurar registros relacionados à teoria da relatividade desde 2006,"""ASS=teoria da relatividade  AND DP>=2006"""
Pesquisar documentos em que o autor é Faulkner desde 1994,"""ASS=Faulkner  AND DP>=1994"""
Exibir documentos sobre história das religiões até 2001,"""ASS=história das religiões  AND DP<=2001"""
Listar registros relacionados à física teórica desde 2003,"""ASS=física teórica  AND DP>=2003"""
Mostre documentos sobre literatura africana até 2007,"""ASS=literatura africana  AND DP<=2007"""
Procurar textos em que o autor é Joyce desde 1992,"""ASS=Joyce  AND DP>=1992"""
Pesquisar documentos sobre psicologia do desenvolvimento desde 2000,"""ASS=psicologia do desenvolvimento  AND DP>=2000"""
Exibir registros relacionados à engenharia civil até 2005,"""ASS=engenharia civil  AND DP<=2005"""
Listar documentos sobre física aplicada desde 1998,"""ASS=física aplicada  AND DP>=1998"""
Mostre textos sobre biologia evolutiva até 2006,"""ASS=biologia evolutiva  AND DP<=2006"""
Procurar registros relacionados à filosofia política desde 2002,"""ASS=filosofia política  AND DP>=2002"""
Pesquisar documentos em que o autor é Camões desde 1989,"""ASS=Camões  AND DP>=1989"""
Exibir documentos sobre sociologia urbana até 2004,"""ASS=sociologia urbana  AND DP<=2004"""
Mostre documentos desde 2000,"""ASS=sociologia urbana  AND DP>=2000"""
Procurar documentos em que o autor é Camões desde 1990,"""ASS=Camões  AND DP>=1990"""
Pesquisar registros relacionados à teoria dos jogos até 2000,"""ASS=teoria dos jogos  AND DP<=2000"""
Exibir documentos sobre história do Japão desde 2005,"""ASS=história do Japão  AND DP>=2005"""
Encontre textos sobre biologia molecular desde 1998,"""ASS=biologia molecular  AND DP>=1998"""
Listar registros relacionados à física quântica até 2010,"""ASS=física quântica  AND DP<=2010"""
Mostre documentos sobre literatura russa desde 1980,"""ASS=literatura russa  AND DP>=1980"""
Procurar textos em que o autor é Shakespeare desde 1995,"""ASS=Shakespeare  AND DP>=1995"""
Pesquisar documentos sobre inteligência artificial desde 2002,"""ASS=inteligência artificial  AND DP>=2002"""
Exibir registros relacionados à filosofia política até 2008,"""ASS=filosofia política  AND DP<=2008"""
Listar documentos sobre astronomia desde 1993,"""ASS=astronomia  AND DP>=1993"""
Mostre textos sobre economia global até 2015,"""ASS=economia global  AND DP<=2015"""
Procurar documentos em que o autor é Kafka desde 1985,"""ASS=Kafka  AND DP>=1985"""
